município,saldo,movements,month
430435,-31,169,202212
430440,-51,1367,202212
430450,-60,300,202212
430460,-1394,7642,202212
430461,-2,8,202212
430462,-19,29,202212
430463,758,2320,202212
430465,-21,37,202212
430466,-28,186,202212
430467,-5,47,202212
430468,-38,74,202212
430469,-42,54,202212
430470,-178,966,202212
430471,-13,31,202212
430480,-284,640,202212
430485,-1,1,202212
430490,-4,192,202212
430495,-7,47,202212
430500,-14,50,202212
430510,-2844,10724,202212
430511,-2,6,202212
430512,0,16,202212
430513,-8,22,202212
430515,-1,1,202212
430517,-20,64,202212
430520,-37,209,202212
430530,-5,125,202212
430535,-4,360,202212
430537,8,10,202212
430540,-4,38,202212
430543,31,219,202212
430544,-4,14,202212
430545,127,233,202212
430550,-9,25,202212
430558,0,2,202212
430560,-8,18,202212
430570,-41,155,202212
430580,-13,121,202212
430583,-2,2,202212
430585,3,13,202212
430587,-5,25,202212
430590,-12,52,202212
430593,2,2,202212
430595,-6,30,202212
430597,-4,28,202212
430600,-76,186,202212
430605,-27,345,202212
430607,-2,4,202212
430610,-28,950,202212
430613,2,4,202212
430620,-12,164,202212
430630,-9,19,202212
430632,0,12,202212
430637,3,9,202212
430640,-157,555,202212
430642,0,20,202212
430645,-5,29,202212
430650,1,41,202212
430655,-7,25,202212
430660,-45,325,202212
430670,-2,14,202212
430673,-1,25,202212
430675,-4,10,202212
430676,-276,1190,202212
430680,-139,665,202212
430690,-13,211,202212
430692,-7,11,202212
430693,-6,94,202212
430695,-4,10,202212
430697,-6,12,202212
430700,-503,2839,202212
430705,-5,13,202212
430710,-4,30,202212
430720,-13,25,202212
430730,-6,32,202212
430740,3,21,202212
430745,1,17,202212
430750,-78,208,202212
430755,-19,61,202212
430760,-168,780,202212
430770,-8,1410,202212
430780,-152,780,202212
430781,-8,14,202212
430783,-10,36,202212
430786,-7,15,202212
430790,-602,1834,202212
430800,-1,77,202212
430805,-2,10,202212
430807,7,79,202212
430810,-74,210,202212
430820,-318,798,202212
430825,-2,4,202212
430830,-13,49,202212
430840,-7,23,202212
430843,-3,9,202212
430845,-2,22,202212
430850,-42,578,202212
430860,-441,1201,202212
430865,-1,5,202212
430870,-33,51,202212
430880,0,30,202212
430885,-10,16,202212
430890,-54,198,202212
430900,-39,163,202212
430905,-29,97,202212
430910,-160,2308,202212
430912,-1,3,202212
430915,-39,41,202212
430920,-363,3559,202212
430925,-3,7,202212
430930,-116,1262,202212
430940,-239,605,202212
430950,-7,39,202212
430955,-12,98,202212
430957,0,2,202212
430960,-88,350,202212
430965,-10,24,202212
430970,-8,28,202212
430975,-11,17,202212
430980,-8,38,202212
430990,-6,48,202212
430995,1,7,202212
431000,-90,508,202212
431010,-212,640,202212
431020,-114,1844,202212
431030,-4,28,202212
431033,148,486,202212
431036,-1,37,202212
431040,-12,36,202212
431041,0,2,202212
431043,12,90,202212
431046,-2,8,202212
431050,-11,41,202212
431053,5,61,202212
431055,-6,22,202212
431057,-4,4,202212
431060,-1,307,202212
431065,2,10,202212
431070,-3,5,202212
431075,-5,5,202212
431080,-46,544,202212
431085,-4,10,202212
431087,-2,4,202212
431090,-26,40,202212
431100,-50,308,202212
431110,-6,64,202212
431112,-6,20,202212
431113,-7,29,202212
431115,-24,52,202212
431120,1,183,202212
431123,-2,2,202212
431125,5,9,202212
431127,0,8,202212
431130,-60,344,202212
431140,-330,2938,202212
431142,2,12,202212
431150,-5,55,202212
431160,-1,11,202212
431162,-94,126,202212
431164,-1,7,202212
431170,1,37,202212
431171,-6,34,202212
431173,-96,98,202212
431175,2,34,202212
431177,57,127,202212
431179,0,8,202212
431180,-179,1057,202212
431190,7,53,202212
431198,-3,7,202212
431200,-4,6,202212
431205,-9,31,202212
431210,-9,15,202212
431213,1,11,202212
431215,-25,73,202212
431217,0,4,202212
431220,-10,24,202212
431225,1,55,202212
431230,-43,115,202212
431235,0,10,202212
431237,-3,31,202212
431238,-5,11,202212
431240,-94,1414,202212
431242,-4,6,202212
431244,-2,8,202212
431245,-60,264,202212
431247,-33,85,202212
431250,-97,195,202212
431260,-21,93,202212
431261,35,175,202212
431262,-3,7,202212
431265,-356,614,202212
431267,0,4,202212
431270,3,101,202212
431275,16,58,202212
431280,-52,168,202212
431290,-48,252,202212
431295,-2,34,202212
431300,-6,14,202212
431301,-1,35,202212
431303,-95,101,202212
431306,-163,337,202212
431308,-3,15,202212
431310,-6,32,202212
431320,-105,397,202212
431330,-141,441,202212
431333,-3,9,202212
431335,-11,19,202212
431337,-24,860,202212
431339,7,21,202212
431340,-1164,4856,202212
431342,3,19,202212
431344,-3,3,202212
431346,-1,5,202212
431349,4,14,202212
431350,-319,1205,202212
431360,-4,30,202212
431365,-17,105,202212
431370,-33,377,202212
431380,-10,48,202212
431390,-258,1034,202212
431395,-7,199,202212
431400,-39,139,202212
431402,-9,29,202212
431403,-14,56,202212
431405,86,1328,202212
431406,1,9,202212
431407,-8,60,202212
431410,-475,4747,202212
431413,-10,22,202212
431415,-13,81,202212
431417,-5,15,202212
431420,8,72,202212
431430,5,19,202212
431440,-1446,5848,202212
431442,-84,110,202212
431445,-7,41,202212
431446,-3,13,202212
431447,-1,7,202212
431449,0,18,202212
431450,-88,136,202212
431454,-10,22,202212
431455,-4,8,202212
431460,-59,147,202212
431470,3,85,202212
431475,-42,78,202212
431477,-5,19,202212
431478,-2,6,202212
431480,-93,537,202212
431490,-2837,40503,202212
431500,-1,11,202212
431505,-3,9,202212
431507,2,4,202212
431510,1,63,202212
431513,-5,7,202212
431514,-3,129,202212
431515,-5,23,202212
431517,-5,23,202212
431520,-11,23,202212
431530,42,250,202212
431531,-5,7,202212
431532,-1,17,202212
431535,-18,34,202212
431540,-11,19,202212
431545,-1,7,202212
431550,-31,135,202212
431555,-3,11,202212
431560,74,2926,202212
431570,-50,244,202212
431575,-11,23,202212
431580,-42,142,202212
431590,-2,58,202212
431595,-1,1,202212
431600,-185,413,202212
431610,-4,88,202212
431620,-4,14,202212
431630,-11,29,202212
431640,-43,319,202212
431642,-4,6,202212
431643,-3,23,202212
431645,-29,73,202212
431647,16,44,202212
431650,-4,112,202212
431660,-37,213,202212
431670,-28,80,202212
431673,0,6,202212
431675,-61,95,202212
431680,-479,3763,202212
431690,68,4892,202212
431695,-23,75,202212
431697,-16,30,202212
431700,-4,12,202212
431710,-116,894,202212
431720,-162,2368,202212
431725,1,3,202212
431730,-49,331,202212
431740,-55,487,202212
431750,-37,1353,202212
431755,-4,16,202212
431760,-149,519,202212
431770,-7,63,202212
431775,-20,34,202212
431780,173,391,202212
431790,-80,212,202212
431795,-3,7,202212
431800,8,626,202212
431805,-3,13,202212
431810,-29,81,202212
431820,-35,459,202212
431830,-37,511,202212
431840,-1,145,202212
431842,4,16,202212
431843,4,26,202212
431844,-12,16,202212
431845,-4,6,202212
431846,-4,8,202212
431848,-15,27,202212
431849,-7,17,202212
431850,261,709,202212
431860,-13,65,202212
431861,0,12,202212
431862,-98,148,202212
431870,-708,3470,202212
431880,23,309,202212
431890,-65,357,202212
431900,-191,395,202212
431910,-10,56,202212
431912,-5,5,202212
431915,-12,72,202212
431920,2,12,202212
431930,-6,20,202212
431935,-11,27,202212
431936,1,3,202212
431937,-6,42,202212
431940,4,76,202212
431950,-156,510,202212
431960,-21,209,202212
431970,2,6,202212
431971,-14,22,202212
431973,-3,5,202212
431975,-3,15,202212
431980,-12,56,202212
431990,-795,1589,202212
432000,-176,1584,202212
432010,-44,418,202212
432020,-13,181,202212
432023,5,13,202212
432026,-3,5,202212
432030,-14,46,202212
432032,-1,5,202212
432035,-2,20,202212
432040,-65,419,202212
432045,-8,10,202212
432050,-3,25,202212
432055,0,40,202212
432057,1,1,202212
432060,-7,21,202212
432065,-8,12,202212
432067,-7,15,202212
432070,-110,230,202212
432080,-7,433,202212
432085,-34,58,202212
432090,-104,654,202212
432100,-29,129,202212
432110,0,96,202212
432120,-347,877,202212
432130,-7,347,202212
432132,-3,23,202212
432135,-12,38,202212
432140,-18,178,202212
432143,3,133,202212
432145,-204,632,202212
432146,-2,44,202212
432147,4,10,202212
432149,-2,4,202212
432150,331,1359,202212
432160,318,1204,202212
432162,-6,28,202212
432163,-4,42,202212
432166,1,189,202212
432170,-179,371,202212
432180,-25,351,202212
432183,1,5,202212
432185,1,15,202212
432190,-42,376,202212
432195,27,263,202212
432200,-223,1141,202212
432210,-12,38,202212
432215,1,1,202212
432218,-1,5,202212
432220,-126,260,202212
432225,-46,102,202212
432230,0,52,202212
432232,1,5,202212
432234,-1,5,202212
432235,-2,4,202212
432237,-2,10,202212
432240,-37,1327,202212
432250,-1576,2996,202212
432252,-3,11,202212
432253,1,31,202212
432254,-49,85,202212
432255,-6,10,202212
432260,-426,1282,202212
432270,-65,341,202212
432280,-213,467,202212
432285,-18,24,202212
432290,0,20,202212
432300,-99,1449,202212
432320,-3,29,202212
432330,-29,47,202212
432335,-3,11,202212
432340,-30,128,202212
432345,-11,19,202212
432350,6,22,202212
432360,-1,7,202212
432370,13,45,202212
432375,-6,8,202212
432377,-75,113,202212
432380,140,762,202212
500020,-106,766,202212
500025,-8,46,202212
500060,-49,279,202212
500070,-33,205,202212
500080,3,73,202212
500085,-51,177,202212
500090,9,45,202212
500100,-377,1079,202212
500110,-5,485,202212
500124,-30,144,202212
500150,0,118,202212
500190,-124,430,202212
500200,8,320,202212
500210,-40,128,202212
500215,-111,237,202212
500220,-30,710,202212
500230,-11,167,202212
500240,-108,480,202212
500260,-28,160,202212
500270,-1587,18053,202212
500280,-18,58,202212
500290,-22,258,202212
500295,-221,769,202212
500310,21,65,202212
500315,-42,70,202212
500320,-118,1302,202212
500325,-80,396,202212
500330,-23,311,202212
500345,5,161,202212
500348,17,67,202212
500350,-5,17,202212
500370,-555,4881,202212
500375,-46,122,202212
500380,-62,184,202212
500390,-13,45,202212
500400,-3,47,202212
500410,-30,92,202212
500430,-44,156,202212
500440,-24,108,202212
500450,38,178,202212
500460,-80,396,202212
500470,-41,291,202212
500480,-4,8,202212
500490,4,88,202212
500500,-33,293,202212
500510,5,97,202212
500515,-10,34,202212
500520,-14,58,202212
500525,-15,73,202212
500540,-114,790,202212
500560,-51,209,202212
500568,-5,165,202212
500570,-324,1006,202212
500580,-14,80,202212
500600,-286,444,202212
500620,-195,1063,202212
500625,-7,23,202212
500627,-49,135,202212
500630,-175,803,202212
500635,-7,25,202212
500640,-27,67,202212
500660,39,963,202212
500690,-23,139,202212
500710,-200,2048,202212
500720,-64,700,202212
500730,-11,55,202212
500740,-33,239,202212
500750,-21,113,202212
500755,-31,143,202212
500769,-260,804,202212
500770,-18,40,202212
500780,-17,129,202212
500790,-185,845,202212
500793,-100,256,202212
500795,-13,39,202212
500797,-144,156,202212
500800,-15,215,202212
500830,-284,3914,202212
500840,-19,95,202212
510010,-4,16,202212
510020,-97,681,202212
510025,-46,1196,202212
510030,-2,182,202212
510035,-4,30,202212
510040,-59,203,202212
510050,-5,13,202212
510060,-29,155,202212
510080,-27,87,202212
510100,-18,50,202212
510120,1,1,202212
510125,4,190,202212
510130,-32,116,202212
510140,-228,608,202212
510160,-3,35,202212
510170,-152,504,202212
510180,-73,1099,202212
510185,-34,134,202212
510190,-50,448,202212
510250,-130,790,202212
510260,-5,71,202212
510263,51,1763,202212
510267,-173,1185,202212
510268,25,363,202212
510269,-5,39,202212
510270,-101,531,202212
510279,18,98,202212
510285,3,55,202212
510300,-12,208,202212
510305,-11,223,202212
510310,-27,121,202212
510320,-71,475,202212
510325,-218,364,202212
510330,-18,320,202212
510335,-288,828,202212
510336,-6,34,202212
510337,-57,83,202212
510340,-1512,14976,202212
510343,-6,26,202212
510345,-66,74,202212
510350,175,683,202212
510360,-21,73,202212
510370,-90,214,202212
510380,-13,35,202212
510385,-14,172,202212
510390,-33,61,202212
510395,-13,23,202212
510410,-126,600,202212
510420,-3,75,202212
510450,-2,4,202212
510452,70,232,202212
510454,-24,78,202212
510455,-7,127,202212
510460,-3,221,202212
510480,-19,463,202212
510490,6,24,202212
510500,-15,33,202212
510510,-76,622,202212
510515,-147,675,202212
510517,-4,222,202212
510520,-27,95,202212
510523,-3,59,202212
510525,-637,3337,202212
510530,-2,2,202212
510550,96,348,202212
510558,-20,228,202212
510560,31,577,202212
510562,546,1148,202212
510590,18,196,202212
510600,-10,62,202212
510610,-35,111,202212
510615,-101,201,202212
510617,-9,21,202212
510618,-22,98,202212
510619,23,89,202212
510620,-24,42,202212
510621,-9,167,202212
510622,-283,2305,202212
510623,-37,511,202212
510624,10,448,202212
510625,-58,266,202212
510626,-2,146,202212
510627,3,13,202212
510628,-3,127,202212
510629,-33,111,202212
510630,-51,733,202212
510631,-7,7,202212
510637,-127,393,202212
510642,-40,338,202212
510645,-61,111,202212
510650,-53,171,202212
510665,-6,38,202212
510670,1,5,202212
510675,-165,1015,202212
510677,-42,180,202212
510680,-15,337,202212
510682,-27,97,202212
510685,-2,12,202212
510700,-56,188,202212
510704,-449,2855,202212
510706,-125,763,202212
510710,-24,124,202212
510715,-5,17,202212
510718,-27,163,202212
510719,2,8,202212
510720,-15,27,202212
510724,26,158,202212
510726,-13,23,202212
510729,0,6,202212
510730,35,307,202212
510735,-3,153,202212
510740,-5,7,202212
510757,-28,96,202212
510760,-971,6613,202212
510770,-22,124,202212
510774,-10,50,202212
510775,-4,18,202212
510776,71,289,202212
510777,-13,33,202212
510779,-2,174,202212
510780,-8,138,202212
510785,-63,365,202212
510787,9,1945,202212
510788,-5,9,202212
510790,-879,6035,202212
510792,-602,4174,202212
510794,70,262,202212
510795,-221,2541,202212
510800,17,475,202212
510805,-47,161,202212
510810,-13,45,202212
510820,2,30,202212
510830,-3,127,202212
510835,-20,24,202212
510840,-342,3692,202212
510850,-10,382,202212
510860,-32,234,202212
510880,2,34,202212
510885,-10,178,202212
510890,-24,152,202212
510895,-38,110,202212
520005,-38,214,202212
520010,-15,207,202212
520013,3,265,202212
520015,-13,21,202212
520017,-59,105,202212
520020,-1,11,202212
520025,-45,1041,202212
520030,-11,409,202212
520050,1,5,202212
520055,-21,111,202212
520060,-20,122,202212
520080,-33,85,202212
520082,0,8,202212
520085,-15,41,202212
520090,-2,12,202212
520110,-753,7731,202212
520120,0,2,202212
520130,-15,153,202212
520140,-543,9499,202212
520145,-3,19,202212
520150,6,108,202212
520160,-4,8,202212
520170,-12,112,202212
520180,-11,49,202212
520215,-27,65,202212
520235,-49,55,202212
520250,-15,193,202212
520260,-5,5,202212
520280,-1,31,202212
520310,1,9,202212
520320,-54,190,202212
520330,-33,449,202212
520340,-16,52,202212
520350,-20,260,202212
520355,-29,57,202212
520357,-29,79,202212
520360,4,38,202212
520380,-4,70,202212
520390,-37,149,202212
520393,-19,33,202212
520396,-10,16,202212
520400,-27,55,202212
520410,-37,119,202212
520420,0,8,202212
520425,-58,124,202212
520430,-14,198,202212
520440,-48,232,202212
520450,172,2192,202212
520455,3,13,202212
520460,-4,10,202212
520465,-4,24,202212
520470,-21,95,202212
520480,-54,214,202212
520485,-136,186,202212
520490,-12,108,202212
520495,3,19,202212
520500,14,68,202212
520505,-3,7,202212
520510,-264,2030,202212
520520,-8,46,202212
520530,-15,27,202212
520540,-65,431,202212
520545,118,296,202212
520547,-23,285,202212
520549,0,434,202212
520551,-45,165,202212
520552,3,13,202212
520570,-6,12,202212
520580,-9,79,202212
520590,-8,132,202212
520620,-1160,2088,202212
520630,3,19,202212
520640,-151,259,202212
520650,0,20,202212
520660,-16,24,202212
520670,2,4,202212
520680,-5,11,202212
520690,-2,16,202212
520710,-2,12,202212
520725,-64,98,202212
520735,-8,30,202212
520740,-111,213,202212
520750,3,29,202212
520753,-4,34,202212
520760,3,31,202212
520780,10,66,202212
520790,15,47,202212
520800,-18,2206,202212
520810,-6,18,202212
520815,-2,12,202212
520830,-1,5,202212
520840,-18,138,202212
520850,0,48,202212
520860,-134,1562,202212
520870,-3443,41325,202212
520880,-178,736,202212
520890,-14,172,202212
520910,-80,564,202212
520915,-9,35,202212
520920,-6,102,202212
520929,-1,1,202212
520940,-10,10,202212
520945,-2,2,202212
520960,-1,3,202212
520970,-78,394,202212
520980,-10,12,202212
520990,-22,42,202212
520993,0,18,202212
520995,-49,205,202212
521000,-77,857,202212
521010,-43,315,202212
521015,-1,17,202212
521020,-40,346,202212
521030,1,31,202212
521040,102,1064,202212
521056,-19,29,202212
521060,4,20,202212
521080,1,55,202212
521090,-27,205,202212
521100,-25,55,202212
521120,-74,174,202212
521130,-29,93,202212
521140,-13,87,202212
521150,669,3091,202212
521160,-3,15,202212
521170,2,54,202212
521180,-88,376,202212
521190,-370,2468,202212
521200,-13,19,202212
521205,-2,2,202212
521210,1,45,202212
521220,-25,217,202212
521225,-5,7,202212
521230,-54,116,202212
521250,-100,1822,202212
521260,-3,63,202212
521270,-23,73,202212
521280,-123,393,202212
521290,6,10,202212
521295,-15,27,202212
521300,-21,47,202212
521305,-14,30,202212
521308,-119,439,202212
521310,-235,1709,202212
521340,-3,7,202212
521350,-7,19,202212
521370,-28,148,202212
521375,-19,123,202212
521377,-16,24,202212
521380,-7,759,202212
521385,5,15,202212
521390,-12,54,202212
521400,-23,207,202212
521405,-3,25,202212
521410,-7,9,202212
521440,-20,94,202212
521450,-22,478,202212
521460,-59,527,202212
521470,3,3,202212
521480,1,5,202212
521483,-43,205,202212
521486,0,12,202212
521487,-5,5,202212
521490,-9,9,202212
521500,3,187,202212
521520,-5,13,202212
521523,-24,312,202212
521525,6,18,202212
521530,-3,183,202212
521540,34,46,202212
521550,-19,77,202212
521560,-43,177,202212
521565,1,19,202212
521570,-34,484,202212
521580,-2,10,202212
521590,1,17,202212
521600,-1,27,202212
521630,-26,68,202212
521640,-51,257,202212
521645,-5,41,202212
521680,-5,49,202212
521690,0,16,202212
521710,-20,228,202212
521720,-16,108,202212
521730,-56,396,202212
521740,-130,680,202212
521760,-31,491,202212
521770,-60,296,202212
521800,-107,517,202212
521805,-2,42,202212
521810,2,70,202212
521830,-45,407,202212
521839,-3,21,202212
521850,-254,992,202212
521860,-7,107,202212
521870,27,47,202212
521878,-4,170,202212
521880,-579,5781,202212
521890,-47,279,202212
521900,-36,120,202212
521910,1,93,202212
521920,-2,28,202212
521925,-12,106,202212
521930,-171,785,202212
521935,-12,22,202212
521940,4,42,202212
521945,-5,35,202212
521950,5,15,202212
521960,-7,27,202212
521970,-22,52,202212
521971,-29,71,202212
521973,-7,151,202212
521975,-55,253,202212
521980,-2,40,202212
521990,-16,72,202212
522000,-9,107,202212
522005,0,12,202212
522010,-24,460,202212
522015,-2,26,202212
522020,-30,208,202212
522026,-10,38,202212
522028,-6,96,202212
522040,-1,367,202212
522045,-423,1437,202212
522050,-9,135,202212
522060,-73,295,202212
522068,-4,34,202212
522070,-9,13,202212
522100,-13,41,202212
522108,-4,4,202212
522119,-5,41,202212
522130,4,20,202212
522140,-201,1239,202212
522145,-3,7,202212
522150,8,34,202212
522155,12,100,202212
522157,-19,53,202212
522160,-158,674,202212
522170,-17,31,202212
522180,10,56,202212
522185,-176,1568,202212
522190,2,10,202212
522200,-34,190,202212
522205,8,134,202212
522220,-30,56,202212
522230,-22,88,202212
530010,-8262,61250,202212
999999,-3056,16484,202212
110001,2,216,202301
110002,-632,2216,202301
110003,-7,31,202301
110004,-41,1811,202301
110005,68,264,202301
110006,-29,171,202301
110007,68,186,202301
110008,2,40,202301
110009,-29,459,202301
110010,10,234,202301
110011,119,923,202301
110012,-31,2783,202301
110013,-32,302,202301
110014,-6,140,202301
110015,-39,537,202301
110018,56,736,202301
110020,-140,7042,202301
110025,1,217,202301
110026,6,44,202301
110028,47,1061,202301
110029,18,62,202301
110030,-10,2702,202301
110032,-6,198,202301
110033,12,136,202301
110034,1,39,202301
110037,6,68,202301
110040,25,125,202301
110045,-41,319,202301
110050,3,49,202301
110060,-2,24,202301
110070,5,37,202301
110080,79,225,202301
110090,5,11,202301
110092,58,282,202301
110094,-32,172,202301
110100,-7,21,202301
110110,1,113,202301
110120,-4,48,202301
110130,8,74,202301
110140,-3,53,202301
110143,-2,14,202301
110145,9,37,202301
110146,22,104,202301
110147,16,28,202301
110148,-23,39,202301
110149,1,115,202301
110150,-1,77,202301
110155,0,16,202301
110160,-7,27,202301
110170,-7,75,202301
110175,1,37,202301
110180,-15,53,202301
120001,-17,73,202301
120005,-3,5,202301
120010,48,190,202301
120013,34,114,202301
120017,-7,19,202301
120020,-588,1180,202301
120025,23,131,202301
120030,6,64,202301
120032,4,6,202301
120033,-1,17,202301
120034,3,41,202301
120035,2,4,202301
120038,-9,105,202301
120039,0,2,202301
120040,-232,5192,202301
120042,82,108,202301
120043,-1,1,202301
120045,-26,226,202301
120050,-27,249,202301
120060,4,82,202301
120070,0,48,202301
120080,57,73,202301
130002,-4,6,202301
130014,-9,37,202301
130020,-1,1,202301
130030,7,23,202301
130040,1,15,202301
130050,-2,2,202301
130060,-7,15,202301
130063,-3,3,202301
130068,-2,8,202301
130070,33,125,202301
130080,-5,9,202301
130083,-1,1,202301
130090,-1,3,202301
130100,1,7,202301
130110,-24,44,202301
130115,-3,3,202301
130120,-50,122,202301
130140,11,23,202301
130150,7,9,202301
130160,-2,2,202301
130165,4,6,202301
130170,16,256,202301
130185,272,492,202301
130190,7,449,202301
130200,-3,3,202301
130210,-3,3,202301
130220,-2,2,202301
130230,-3,9,202301
130240,8,52,202301
130250,25,277,202301
130255,-9,13,202301
130260,89,35187,202301
130270,-2,98,202301
130280,-1,3,202301
130290,-22,60,202301
130300,-2,2,202301
130310,3,25,202301
130320,7,23,202301
130330,-17,29,202301
130340,23,301,202301
130350,4,8,202301
130353,26,140,202301
130356,43,145,202301
130360,7,9,202301
130370,12,12,202301
130380,13,57,202301
130390,-5,9,202301
130395,-1,3,202301
130400,-2,8,202301
130406,-7,97,202301
130410,-2,2,202301
130420,15,95,202301
130426,2,4,202301
130430,-5,7,202301
130440,0,2,202301
140002,-2,32,202301
140005,-5,61,202301
140010,105,6881,202301
140015,8,54,202301
140017,11,63,202301
140020,6,28,202301
140023,-14,32,202301
140028,3,7,202301
140030,5,47,202301
140040,5,5,202301
140045,794,828,202301
140047,1,131,202301
140050,55,125,202301
140060,-2,18,202301
140070,-1,5,202301
150010,-14,404,202301
150013,6,34,202301
150020,-120,194,202301
150030,3,11,202301
150034,8,260,202301
150040,-1,35,202301
150050,-20,142,202301
150060,-52,1168,202301
150070,-8,8,202301
150080,-76,4606,202301
150085,-4,116,202301
150090,-3,17,202301
150095,-2,26,202301
150100,-10,22,202301
150110,-1,7,202301
150120,-2,12,202301
150125,9,51,202301
150130,-3,2279,202301
150140,-158,18056,202301
150145,0,58,202301
150150,11,793,202301
150157,-9,65,202301
150160,15,75,202301
150170,-80,372,202301
150172,4,74,202301
150175,-5,15,202301
150178,-10,152,202301
150180,27,165,202301
150190,18,40,202301
150195,1,3,202301
150200,-9,17,202301
150210,-10,90,202301
150215,509,2571,202301
150220,-75,479,202301
150230,-37,211,202301
150240,-473,2481,202301
150250,3,5,202301
150260,-3,3,202301
150270,289,711,202301
150275,31,163,202301
150276,28,210,202301
150277,-106,210,202301
150280,1,5,202301
150285,-1,1,202301
150290,8,36,202301
150293,32,358,202301
150295,19,113,202301
150300,-1,1,202301
150304,16,78,202301
150307,-14,24,202301
150309,35,151,202301
150310,-2,4,202301
150320,33,113,202301
150330,-12,82,202301
150340,-6,40,202301
150345,-177,301,202301
150350,9,33,202301
150360,246,1478,202301
150370,12,126,202301
150375,9,37,202301
150380,19,149,202301
150390,15,207,202301
150400,-19,21,202301
150405,-9,85,202301
150420,-180,3824,202301
150430,6,22,202301
150440,-1,21,202301
150442,-8,798,202301
150445,-14,58,202301
150450,1,1,202301
150460,-83,111,202301
150470,-89,401,202301
150475,8,52,202301
150480,-24,80,202301
150490,4,10,202301
150495,3,11,202301
150497,-14,32,202301
150500,4,18,202301
150503,-9,439,202301
150506,9,215,202301
150510,-127,269,202301
150520,-2,4,202301
150530,71,519,202301
150540,0,20,202301
150543,18,278,202301
150548,41,153,202301
150549,5,11,202301
150550,-56,1722,202301
150553,-947,6457,202301
150555,5,29,202301
150560,-2,10,202301
150563,6,62,202301
150565,6,24,202301
150570,-1,13,202301
150580,5,119,202301
150590,6,10,202301
150600,3,21,202301
150610,-50,60,202301
150611,-1,1,202301
150613,-76,1228,202301
150616,39,269,202301
150618,-4,212,202301
150619,-8,74,202301
150620,-96,338,202301
150630,1,23,202301
150635,16,100,202301
150640,1,1,202301
150650,9,513,202301
150655,4,12,202301
150658,59,239,202301
150660,26,98,202301
150670,409,909,202301
150680,-747,3395,202301
150690,-3,3,202301
150700,18,116,202301
150710,5,31,202301
150715,7,89,202301
150720,-2,24,202301
150730,20,610,202301
150740,-11,37,202301
150745,34,180,202301
150746,3,3,202301
150747,3,15,202301
150750,-6,28,202301
150760,-9,313,202301
150770,1,3,202301
150775,14,66,202301
150780,-4,14,202301
150790,23,55,202301
150795,-252,916,202301
150796,2,16,202301
150797,15,47,202301
150800,31,747,202301
150803,5,15,202301
150805,-1,35,202301
150808,36,434,202301
150810,10,476,202301
150812,-1,333,202301
150815,-1,173,202301
150820,-2,90,202301
150830,-4,16,202301
150835,5,35,202301
150840,61,731,202301
160010,1,17,202301
160015,-29,51,202301
160020,3,19,202301
160021,6,8,202301
160023,-2,6,202301
160025,-4,4,202301
160027,35,85,202301
160030,84,5312,202301
160040,-8,66,202301
160050,7,83,202301
160053,-28,78,202301
160060,-15,767,202301
160070,1,15,202301
160080,15,33,202301
170025,0,12,202301
170030,-9,91,202301
170035,5,19,202301
170040,129,329,202301
170070,22,194,202301
170100,6,42,202301
170105,10,12,202301
170110,-8,30,202301
170130,-3,19,202301
170190,18,46,202301
170200,6,96,202301
170210,132,2698,202301
170215,-4,14,202301
170220,-29,169,202301
170230,-1,49,202301
170240,2,22,202301
170255,-3,91,202301
170270,0,2,202301
170290,-4,22,202301
170300,-15,47,202301
170305,-3,41,202301
170307,5,11,202301
170310,1,15,202301
170320,-1,23,202301
170330,-3,25,202301
170360,0,14,202301
170370,-1,37,202301
170380,3,9,202301
170382,21,25,202301
170384,-22,126,202301
170386,39,109,202301
170388,-6,6,202301
170389,4,4,202301
170390,54,96,202301
170410,4,6,202301
170460,-6,8,202301
170510,4,20,202301
170550,30,364,202301
170555,1,3,202301
170560,-7,9,202301
170600,15,35,202301
170610,4,24,202301
170625,2,4,202301
170650,35,99,202301
170700,5,159,202301
170710,16,84,202301
170720,1,35,202301
170730,-19,55,202301
170740,-2,2,202301
170755,24,36,202301
170765,-1,37,202301
170770,1,19,202301
170820,74,192,202301
170825,-2,20,202301
170830,2,10,202301
170900,14,28,202301
170930,7,263,202301
170950,43,1359,202301
170980,2,2,202301
171050,-8,30,202301
171070,2,6,202301
171090,-1,9,202301
171110,-6,18,202301
171150,-5,11,202301
171180,3,5,202301
171190,59,235,202301
171195,1,9,202301
171200,5,25,202301
171240,4,6,202301
171245,-2,2,202301
171250,18,56,202301
171270,-1,25,202301
171280,6,6,202301
171320,-8,94,202301
171330,25,201,202301
171360,12,50,202301
171370,2,14,202301
171380,0,14,202301
171395,-4,24,202301
171420,-1,65,202301
171430,2,2,202301
171488,0,50,202301
171500,24,56,202301
171510,4,34,202301
171515,0,4,202301
171525,2,4,202301
171550,4,4,202301
171570,19,47,202301
171575,-1,77,202301
171610,16,818,202301
171620,3,15,202301
171630,6,20,202301
171650,82,212,202301
171660,27,91,202301
171665,-1,19,202301
171670,1,57,202301
171700,43,43,202301
171720,-1,17,202301
171750,9,83,202301
171780,-6,12,202301
171790,5,21,202301
171800,7,7,202301
171820,122,1024,202301
171830,0,2,202301
171840,-1,13,202301
171845,3,7,202301
171850,-1,5,202301
171855,-1,3,202301
171865,-1,9,202301
171870,-1,9,202301
