município,saldo,movements,month
316020,1,9,202301
316030,-4,8,202301
316040,23,367,202301
316050,1,3,202301
316060,-6,14,202301
316070,-71,375,202301
316080,2,12,202301
316090,22,54,202301
316095,0,16,202301
316100,-3,109,202301
316105,-8,16,202301
316110,10,196,202301
316120,-19,35,202301
316130,15,57,202301
316140,2,18,202301
316150,33,155,202301
316160,-1,13,202301
316165,2,16,202301
316170,-6,142,202301
316180,-13,163,202301
316190,-3,153,202301
316200,77,407,202301
316210,-228,1104,202301
316220,13,57,202301
316225,2,8,202301
316230,-4,10,202301
316240,-13,63,202301
316245,3,9,202301
316250,-1,1503,202301
316255,16,56,202301
316257,-7,53,202301
316260,-3,25,202301
316265,1,1,202301
316270,-3,93,202301
316280,2,68,202301
316290,28,338,202301
316292,-27,587,202301
316294,-17,65,202301
316295,26,286,202301
316300,0,4,202301
316310,-7,61,202301
316320,7,9,202301
316330,5,5,202301
316340,-3,35,202301
316350,8,14,202301
316360,-2,4,202301
316370,-28,756,202301
316380,0,12,202301
316390,-6,18,202301
316400,12,68,202301
316410,-1,9,202301
316420,2,14,202301
316430,22,128,202301
316440,-8,134,202301
316443,3,9,202301
316447,-6,10,202301
316450,-5,13,202301
316460,33,325,202301
316470,32,1318,202301
316480,-2,2,202301
316490,-1,11,202301
316500,7,129,202301
316510,6,74,202301
316520,-15,69,202301
316530,-41,69,202301
316540,-4,80,202301
316550,3,51,202301
316553,-13,565,202301
316555,0,4,202301
316556,0,2,202301
316557,-40,92,202301
316560,8,20,202301
316570,-1,51,202301
316580,1,3,202301
316590,4,18,202301
316600,0,14,202301
316610,-1,5,202301
316620,-5,25,202301
316630,9,15,202301
316640,4,14,202301
316650,1,5,202301
316660,0,4,202301
316670,9,53,202301
316680,151,497,202301
316690,9,79,202301
316695,1,3,202301
316700,-91,95,202301
316710,0,82,202301
316720,-124,4930,202301
316730,-1,1,202301
316740,-4,64,202301
316750,-5,15,202301
316760,-6,54,202301
316770,-7,9,202301
316780,-3,41,202301
316790,10,30,202301
316800,-20,304,202301
316805,-2,6,202301
316810,-133,251,202301
316820,5,11,202301
316830,3,17,202301
316840,-4,52,202301
316850,-10,90,202301
316860,138,1824,202301
316870,-311,2111,202301
316880,15,229,202301
316890,49,115,202301
316900,7,157,202301
316905,-1,1,202301
316910,-5,35,202301
316920,24,62,202301
316930,-175,1059,202301
316935,-20,518,202301
316940,-62,1138,202301
316950,-4,18,202301
316960,-93,529,202301
316970,3,175,202301
316980,-5,27,202301
316990,-5,2059,202301
317000,6,10,202301
317005,4,74,202301
317010,154,8828,202301
317020,-1141,22765,202301
317030,-1,7,202301
317040,125,1813,202301
317043,-44,116,202301
317047,14,50,202301
317050,-13,139,202301
317052,16,40,202301
317057,-1,31,202301
317060,-9,21,202301
317065,-5,15,202301
317070,-240,3858,202301
317075,0,78,202301
317080,182,762,202301
317090,3,17,202301
317100,4,424,202301
317103,-4,22,202301
317107,-29,63,202301
317110,-10,24,202301
317115,0,4,202301
317120,-5,1401,202301
317130,4,1136,202301
317140,-1,7,202301
317150,7,23,202301
317160,-2,24,202301
317170,17,99,202301
317180,-7,69,202301
317190,1,3,202301
317200,52,896,202301
317210,5,31,202301
317220,2,14,202301
320010,-18,146,202301
320013,-15,91,202301
320016,-10,38,202301
320020,9,171,202301
320030,4,232,202301
320035,1,27,202301
320040,51,463,202301
320050,7,25,202301
320060,527,4789,202301
320070,14,160,202301
320080,0,364,202301
320090,464,1098,202301
320100,14,96,202301
320110,-10,64,202301
320115,-12,74,202301
320120,-26,2862,202301
320130,30,5248,202301
320140,-32,462,202301
320150,-34,2360,202301
320160,-31,159,202301
320170,-33,71,202301
320180,2,6,202301
320190,5,527,202301
320200,18,54,202301
320210,-13,101,202301
320220,20,232,202301
320225,-6,64,202301
320230,22,192,202301
320240,-58,1996,202301
320245,-2,164,202301
320250,154,366,202301
320255,3,23,202301
320260,25,193,202301
320265,-8,46,202301
320270,162,306,202301
320280,24,292,202301
320290,22,128,202301
320300,40,288,202301
320305,38,304,202301
320310,-1,39,202301
320313,35,443,202301
320316,4,30,202301
320320,196,4246,202301
320330,7,49,202301
320332,-54,500,202301
320334,3,407,202301
320335,2,182,202301
320340,-11,119,202301
320350,17,175,202301
320360,10,26,202301
320370,-4,82,202301
320380,-10,60,202301
320390,-6,682,202301
320400,12,76,202301
320405,12,224,202301
320410,17,283,202301
320420,-8,214,202301
320425,-2,34,202301
320430,3,79,202301
320435,15,179,202301
320440,-14,60,202301
320450,-17,77,202301
320455,-71,643,202301
320460,34,284,202301
320465,-5,59,202301
320470,-42,562,202301
320480,8,54,202301
320490,-121,2101,202301
320495,17,107,202301
320500,588,14506,202301
320501,-29,353,202301
320503,3,171,202301
320506,-49,377,202301
320510,26,1370,202301
320515,-1,29,202301
320517,7,137,202301
320520,-940,11460,202301
320530,656,13124,202301
330010,388,2592,202301
330015,-11,61,202301
330020,-358,2176,202301
330022,11,139,202301
330023,147,1385,202301
330025,27,301,202301
330030,-183,1409,202301
330040,-164,1768,202301
330045,-168,1452,202301
330050,45,281,202301
330060,-76,306,202301
330070,17,2853,202301
330080,-28,402,202301
330090,0,34,202301
330093,10,88,202301
330095,-34,204,202301
330100,-132,4318,202301
330110,3,219,202301
330115,15,75,202301
330120,-38,202,202301
330130,0,384,202301
330140,13,81,202301
330150,70,266,202301
330160,-18,50,202301
330170,-843,9171,202301
330180,13,85,202301
330185,14,312,202301
330187,32,138,202301
330190,48,1616,202301
330200,112,1508,202301
330205,-5,85,202301
330210,-14,104,202301
330220,-97,1099,202301
330225,1,449,202301
330227,-21,281,202301
330230,2,26,202301
330240,715,8451,202301
330245,4,46,202301
330250,4048,5136,202301
330260,-42,536,202301
330270,-77,1859,202301
330280,16,90,202301
330285,4,748,202301
330290,22,258,202301
330300,33,195,202301
330310,-14,52,202301
330320,-1,1349,202301
330330,-660,10108,202301
330340,-136,2866,202301
330350,-602,5902,202301
330360,-19,291,202301
330370,33,391,202301
330380,-83,801,202301
330385,-3,185,202301
330390,-128,4468,202301
330395,-10,228,202301
330400,-103,483,202301
330410,-6,70,202301
330411,-18,318,202301
330412,-4,88,202301
330414,-80,1026,202301
330415,36,106,202301
330420,-396,2538,202301
330430,13,741,202301
330440,20,82,202301
330450,48,150,202301
330452,84,2264,202301
330455,-3422,121618,202301
330460,5,43,202301
330470,1,443,202301
330475,22,186,202301
330480,-29,139,202301
330490,-26,5984,202301
330500,375,1003,202301
330510,-1,2869,202301
330513,0,20,202301
330515,12,234,202301
330520,50,890,202301
330530,5,15,202301
330540,-18,230,202301
330550,-26,1132,202301
330555,803,1293,202301
330560,19,187,202301
330570,0,72,202301
330575,19,267,202301
330580,125,2497,202301
330590,4,18,202301
330600,-134,1222,202301
330610,38,634,202301
330615,12,42,202301
330620,413,751,202301
330630,-277,5117,202301
350010,57,741,202301
350020,-3,39,202301
350030,89,757,202301
350040,-2,60,202301
350050,-10,306,202301
350055,6,146,202301
350060,-7,45,202301
350070,12,828,202301
350075,-10,54,202301
350080,64,94,202301
350090,4,30,202301
350100,63,265,202301
350110,3,23,202301
350115,85,367,202301
350120,-27,37,202301
350130,6,176,202301
350140,-1,19,202301
350150,-4,8,202301
350160,-109,6347,202301
350170,87,859,202301
350180,13,31,202301
350190,97,1645,202301
350200,-3,67,202301
350210,-87,1149,202301
350220,-374,620,202301
350230,3,63,202301
350240,3,19,202301
350250,8,668,202301
350260,7,47,202301
350270,68,436,202301
350275,-54,940,202301
350280,107,3883,202301
350290,12,452,202301
350300,26,62,202301
350310,-110,196,202301
350315,-3,9,202301
350320,174,5960,202301
350330,521,2953,202301
350335,-1,5,202301
350340,-162,202,202301
350350,-5,33,202301
350360,-8,80,202301
350370,3,77,202301
350380,-37,773,202301
350390,184,1982,202301
350395,-3,5,202301
350400,-7,1909,202301
350410,186,3854,202301
350420,-29,179,202301
350430,43,157,202301
350440,120,216,202301
350450,199,2059,202301
350460,93,637,202301
350470,1,5,202301
350480,25,179,202301
350490,16,64,202301
350500,-32,60,202301
350510,-19,49,202301
350520,-102,654,202301
350530,30,574,202301
350535,3,29,202301
350540,9,25,202301
350550,-16,2290,202301
350560,234,818,202301
350570,-4191,39363,202301
350580,17,397,202301
350590,94,1174,202301
350600,546,12562,202301
350610,-1054,3324,202301
350620,-7,31,202301
350630,-18,178,202301
350635,-158,1016,202301
350640,-12,120,202301
350650,306,2390,202301
350660,-14,222,202301
350670,-31,183,202301
350680,9,217,202301
350690,17,153,202301
350700,73,1893,202301
350710,28,394,202301
350715,-17,53,202301
350720,-14,16,202301
350730,25,179,202301
350740,44,194,202301
350745,-14,68,202301
350750,152,3550,202301
350760,300,4822,202301
350770,6,26,202301
350775,6,34,202301
350780,-21,383,202301
350790,25,473,202301
350800,-36,690,202301
350810,59,297,202301
350820,99,149,202301
350830,-16,70,202301
350840,95,1333,202301
350850,-127,1353,202301
350860,-33,235,202301
350870,33,185,202301
350880,-14,278,202301
350890,-2,18,202301
350900,141,1553,202301
350910,13,27,202301
350920,-304,4698,202301
350925,109,611,202301
350930,0,64,202301
350940,-20,290,202301
350945,1,35,202301
350950,1394,35998,202301
350960,35,695,202301
350970,21,1165,202301
350980,-6,50,202301
350990,-2,66,202301
350995,-6,80,202301
351000,-4,406,202301
351010,-14,34,202301
351015,3,35,202301
351020,-179,659,202301
351030,106,602,202301
351040,316,1144,202301
351050,-235,2123,202301
351060,344,3484,202301
351070,6,72,202301
351080,-7,449,202301
351090,1,15,202301
351100,100,336,202301
351110,250,3406,202301
351120,7,65,202301
351130,23,679,202301
351140,-52,324,202301
351150,47,879,202301
351160,-7,779,202301
351170,-15,135,202301
351190,27,113,202301
351200,100,560,202301
351210,39,407,202301
351220,-167,559,202301
351230,-48,230,202301
351240,66,842,202301
351250,56,202,202301
351260,24,80,202301
351270,-20,68,202301
351280,-15,857,202301
351290,51,179,202301
351300,489,7177,202301
351310,119,857,202301
351320,-16,126,202301
351330,1,15,202301
351340,-61,739,202301
351350,32,1736,202301
351360,-30,118,202301
351370,87,829,202301
351380,238,6094,202301
351385,-3,5,202301
351390,13,187,202301
351400,-13,49,202301
351410,32,472,202301
351420,-2,4,202301
351430,-53,149,202301
351440,221,1101,202301
351450,-45,151,202301
351460,-14,110,202301
351470,-7,61,202301
351480,-45,167,202301
351490,28,662,202301
351492,-22,56,202301
351495,-12,24,202301
351500,-340,3480,202301
351510,16,458,202301
351512,1,15,202301
351515,-25,287,202301
351518,-86,800,202301
351519,12,40,202301
351520,-19,321,202301
351530,4,20,202301
351535,12,38,202301
351540,1,229,202301
351550,154,1364,202301
351560,-32,178,202301
351565,-8,12,202301
351570,38,1112,202301
351580,-1,1,202301
351590,1,27,202301
351600,21,195,202301
351610,30,58,202301
351620,1422,9472,202301
351630,-51,645,202301
351640,20,1112,202301
351650,23,77,202301
351660,15,105,202301
351670,31,697,202301
351680,-3,19,202301
351685,54,132,202301
351690,-25,89,202301
351700,-37,99,202301
351710,1,25,202301
351720,13,127,202301
351730,-28,62,202301
351740,162,704,202301
351750,76,514,202301
351760,17,95,202301
351770,32,190,202301
351780,-6,42,202301
351790,12,60,202301
351800,-4,20,202301
351810,4,60,202301
351820,-53,419,202301
351830,33,685,202301
351840,45,1833,202301
351850,-6,190,202301
351860,1491,2085,202301
351870,-63,2847,202301
351880,-1042,29398,202301
351885,7,91,202301
351890,4,14,202301
351900,-26,128,202301
351905,-211,1695,202301
351907,281,3785,202301
351910,49,173,202301
351920,10,102,202301
351925,22,94,202301
351930,-126,544,202301
351940,8,222,202301
351950,-19,59,202301
351960,242,1698,202301
351970,87,1145,202301
351980,6,72,202301
351990,12,56,202301
352000,-8,138,202301
352010,142,528,202301
352020,0,88,202301
352030,-11,137,202301
352040,-47,721,202301
352042,74,200,202301
352044,-53,305,202301
352050,393,8473,202301
352060,7,33,202301
352070,-23,49,202301
352080,-15,57,202301
352090,-32,150,202301
352100,439,805,202301
352110,16,162,202301
352115,5,109,202301
352120,-2,14,202301
352130,49,239,202301
352140,126,554,202301
352150,7,91,202301
352160,-5,29,202301
352170,-6,180,202301
352180,-200,644,202301
352190,106,368,202301
352200,40,74,202301
352210,-82,854,202301
352215,-3,3,202301
352220,-72,1984,202301
352230,-31,3265,202301
352240,-120,1662,202301
352250,-266,2814,202301
352260,-24,1538,202301
352265,-58,76,202301
352270,-5,791,202301
352280,6,142,202301
352290,-1,429,202301
352300,9,35,202301
352310,398,4598,202301
352320,8,536,202301
352330,-16,74,202301
352340,229,3015,202301
352350,-119,381,202301
352360,90,464,202301
352370,22,92,202301
352380,12,106,202301
352390,166,4308,202301
352400,-72,2828,202301
352410,-16,486,202301
352420,5,29,202301
352430,428,1720,202301
352440,27,4601,202301
352450,105,339,202301
352460,22,236,202301
352470,-221,2245,202301
352480,-54,756,202301
352490,68,326,202301
352500,-141,1359,202301
352510,134,844,202301
352520,5,693,202301
352530,66,2672,202301
352540,27,57,202301
352550,-19,171,202301
352560,5,13,202301
352570,48,830,202301
352580,-1,1,202301
352585,5,111,202301
352590,-61,16717,202301
352600,-20,394,202301
352610,3,147,202301
352620,-67,171,202301
352630,-1,29,202301
352640,-9,663,202301
352650,5,15,202301
352660,17,51,202301
352670,8,1912,202301
352680,457,2611,202301
352690,-1,6915,202301
352700,3,177,202301
352710,-54,1514,202301
352720,13,949,202301
352725,4,8,202301
352730,-143,1205,202301
352740,20,916,202301
352750,-134,166,202301
352760,66,498,202301
352770,5,21,202301
352780,-7,33,202301
352790,-1,13,202301
352800,-11,233,202301
352810,3,87,202301
352820,-2,40,202301
352830,-1,23,202301
352840,-181,947,202301
352850,-143,1283,202301
352860,-43,149,202301
352870,-16,20,202301
352880,12,190,202301
352885,39,133,202301
352890,4,20,202301
352900,289,5421,202301
352910,1,3,202301
352920,-5,159,202301
352930,219,2829,202301
352940,26,4662,202301
352950,340,432,202301
352960,3,71,202301
352965,2,18,202301
352970,132,374,202301
352980,-1,117,202301
352990,-23,143,202301
353000,12,28,202301
353010,-33,207,202301
353020,-13,87,202301
353030,93,1585,202301
353040,-9,87,202301
353050,46,1146,202301
353060,53,9161,202301
353070,-13,3789,202301
353080,64,2186,202301
353090,6,62,202301
353100,-16,22,202301
353110,-6,536,202301
353120,9,93,202301
353130,213,1101,202301
353140,126,420,202301
353150,-6,362,202301
353160,-5,31,202301
353170,3,31,202301
353180,-28,1698,202301
353190,12,410,202301
353200,9,367,202301
353205,-9,41,202301
353210,4,12,202301
353215,3,17,202301
353220,74,142,202301
353230,-7,21,202301
353240,-22,212,202301
353250,-5,147,202301
353260,6,102,202301
353270,-19,57,202301
353280,6,170,202301
353282,-3,115,202301
353284,2,6,202301
353286,7,11,202301
353290,5,107,202301
353300,14,180,202301
353310,4,12,202301
353320,87,149,202301
353325,-6,68,202301
353330,-2,10,202301
353340,-57,2123,202301
353350,382,938,202301
353360,53,335,202301
353370,9,67,202301
353380,-5,13,202301
353390,31,1445,202301
353400,-20,84,202301
353410,-37,73,202301
353420,104,252,202301
353430,197,1121,202301
353440,-266,16280,202301
353450,6,20,202301
353460,29,601,202301
353470,-43,2083,202301
353475,15,183,202301
353480,-15,39,202301
353490,17,65,202301
353500,14,162,202301
353510,13,51,202301
353520,79,127,202301
353530,-43,269,202301
353540,-23,217,202301
353550,141,761,202301
353560,-23,119,202301
353570,26,88,202301
353580,63,477,202301
353590,14,94,202301
353600,-14,136,202301
353610,-46,192,202301
353620,-39,233,202301
353625,2,20,202301
353630,-2,330,202301
353640,-13,77,202301
353650,407,4167,202301
353657,-8,38,202301
353660,-18,90,202301
353670,-106,954,202301
353680,18,76,202301
353690,-10,18,202301
353700,58,276,202301
353710,66,1048,202301
353715,13,23,202301
353720,8,42,202301
353730,109,1171,202301
353740,-10,276,202301
353750,18,252,202301
353760,-30,678,202301
353770,-7,55,202301
353780,-12,622,202301
353790,31,559,202301
353800,145,2355,202301
353810,10,168,202301
353820,32,194,202301
353830,7,25,202301
353850,6,56,202301
353860,30,352,202301
353870,883,9951,202301
353880,34,464,202301
353890,3,305,202301
353900,121,277,202301
353910,-8,152,202301
353920,40,398,202301
353930,-45,1571,202301
353940,6,152,202301
353950,237,647,202301
353960,82,260,202301
353970,-4,12,202301
353980,157,2231,202301
353990,68,132,202301
354000,97,561,202301
354010,-8,20,202301
354020,314,872,202301
354025,0,10,202301
354030,86,112,202301
354040,-10,18,202301
354050,9,109,202301
354060,67,1191,202301
354070,71,1197,202301
354075,8,84,202301
354080,5,313,202301
354085,-1,5,202301
354090,134,390,202301
354100,75,4055,202301
354105,-4,108,202301
354110,8,28,202301
354120,10,106,202301
354130,-10,380,202301
354140,-55,4635,202301
354150,-16,384,202301
354160,-27,539,202301
354165,-8,30,202301
354170,211,357,202301
354180,-8,126,202301
354190,-42,220,202301
354200,18,110,202301
354210,27,153,202301
354220,204,612,202301
354230,12,28,202301
354240,-46,322,202301
354250,-271,367,202301
354260,-24,924,202301
354270,-74,188,202301
354280,-8,44,202301
354290,119,279,202301
354300,12,276,202301
354310,2,30,202301
354320,-1,29,202301
354323,-1,7,202301
354325,-10,26,202301
354330,-4,1156,202301
354340,-351,21399,202301
354350,-3,25,202301
354360,3,101,202301
354370,13,87,202301
354380,24,134,202301
354390,347,5453,202301
354400,-29,463,202301
354410,32,160,202301
354420,-5,43,202301
354425,-19,119,202301
354430,13,197,202301
354440,-3,11,202301
354450,19,43,202301
354460,-1,15,202301
354470,2,12,202301
354480,0,76,202301
354490,91,229,202301
354500,-22,110,202301
354510,-5,39,202301
354515,31,145,202301
354520,187,2937,202301
354530,22,402,202301
354540,10,98,202301
354550,302,416,202301
354560,4,214,202301
354570,9,103,202301
354580,89,4395,202301
354600,1,117,202301
354610,9,79,202301
354620,-43,109,202301
354625,-6,18,202301
354630,93,447,202301
354640,-176,1070,202301
354650,20,76,202301
354660,-60,728,202301
354670,170,536,202301
354680,61,689,202301
354690,-7,25,202301
354700,65,169,202301
354710,1,17,202301
354720,5,5,202301
354730,459,4479,202301
354740,4,8,202301
354750,-238,676,202301
354760,21,285,202301
354765,0,4,202301
354770,-10,158,202301
354780,-512,20428,202301
354790,-13,49,202301
354800,111,641,202301
354805,18,80,202301
354810,-9,51,202301
354820,16,82,202301
354830,-1,7,202301
354840,23,31,202301
354850,-70,10272,202301
354860,-6,104,202301
354870,-49,21571,202301
354880,479,9517,202301
354890,315,6803,202301
354900,3,5,202301
354910,14,1696,202301
354920,2,14,202301
354925,1,3,202301
354930,2,12,202301
354940,28,664,202301
354950,-7,41,202301
354960,0,8,202301
354970,34,1016,202301
354980,854,12828,202301
354990,462,16376,202301
354995,-112,638,202301
355000,20,104,202301
355010,91,581,202301
355020,18,344,202301
355030,2663,388699,202301
355040,27,537,202301
355050,-109,169,202301
355060,-30,1944,202301
355070,353,2101,202301
355080,4,166,202301
355090,19,219,202301
355100,-85,2227,202301
355110,-2,204,202301
355120,6,38,202301
355130,5,63,202301
355140,6,76,202301
355150,172,654,202301
355160,25,441,202301
355170,973,4771,202301
355180,-22,82,202301
355190,11,215,202301
355200,48,96,202301
355210,-45,635,202301
355220,595,20019,202301
355230,-103,173,202301
355240,270,5000,202301
355250,-154,4724,202301
355255,-5,51,202301
355260,-69,163,202301
355270,-212,394,202301
355280,136,6328,202301
355290,-2,36,202301
355300,-84,538,202301
355310,3,27,202301
355320,6,28,202301
355330,-53,539,202301
355340,118,446,202301
355350,-12,62,202301
355360,8,148,202301
355365,-13,45,202301
355370,-152,770,202301
355380,65,471,202301
355385,-16,126,202301
355390,22,106,202301
355395,272,700,202301
355400,86,2122,202301
355410,645,6879,202301
355420,13,57,202301
355430,117,275,202301
355440,28,102,202301
355450,93,1047,202301
355460,-11,33,202301
355465,0,20,202301
355470,-38,176,202301
355475,6,42,202301
355480,-35,379,202301
355490,-6,36,202301
355495,-6,30,202301
355500,-9,1137,202301
355510,-14,152,202301
355520,5,17,202301
355530,0,16,202301
355535,-1,49,202301
355540,-255,1731,202301
355550,-104,142,202301
355560,-30,124,202301
355570,4,12,202301
355580,8,76,202301
355590,0,10,202301
355600,-11,159,202301
355610,46,284,202301
355620,44,3878,202301
355630,62,254,202301
355635,-11,93,202301
355640,21,685,202301
355645,22,1342,202301
355650,49,1543,202301
355660,1,55,202301
355670,109,3403,202301
355680,26,218,202301
355690,128,400,202301
355695,-5,5,202301
355700,-26,2132,202301
355710,216,2212,202301
355715,-6,32,202301
355720,224,396,202301
355730,7,147,202301
410010,-4,38,202301
410020,1,67,202301
410030,11,85,202301
410040,61,1215,202301
410045,-7,11,202301
410050,-18,188,202301
410060,-46,186,202301
410070,-9,57,202301
410080,22,118,202301
410090,8,34,202301
410100,53,447,202301
410105,4,22,202301
410110,-5,179,202301
410115,-14,32,202301
410120,-2,76,202301
410130,11,63,202301
410140,-7,2871,202301
410150,231,3133,202301
410160,31,651,202301
410165,-34,48,202301
410170,-7,145,202301
410180,73,3941,202301
410185,-1,3,202301
410190,19,143,202301
410200,77,575,202301
410210,1,345,202301
410220,3,27,202301
410230,-39,305,202301
410240,-14,276,202301
410250,-8,80,202301
410260,12,150,202301
410270,-1,15,202301
410275,0,24,202301
410280,31,201,202301
410290,-63,265,202301
410300,-6,20,202301
410302,1,31,202301
410304,-10,76,202301
410305,0,70,202301
410310,-39,213,202301
410315,9,45,202301
410320,14,78,202301
410322,-1,83,202301
410330,0,28,202301
410335,-1,35,202301
410337,-2,22,202301
410340,-3,7,202301
410345,116,916,202301
410347,-9,25,202301
410350,-4,118,202301
410360,0,298,202301
410370,-47,2333,202301
410380,11,129,202301
410390,2,120,202301
410395,7,19,202301
410400,50,1888,202301
410405,-7,51,202301
410410,-43,95,202301
410420,72,2726,202301
410425,-24,224,202301
410430,6,2132,202301
410440,2,58,202301
410442,-25,309,202301
410445,-12,86,202301
410450,50,388,202301
410460,-11,329,202301
410465,50,670,202301
410470,9,175,202301
410480,526,12156,202301
410490,-18,1646,202301
410500,22,136,202301
410510,-11,71,202301
410520,-20,78,202301
410530,-4,246,202301
410540,63,475,202301
410550,69,1907,202301
410560,0,182,202301
410570,33,277,202301
410580,241,4293,202301
410590,2,358,202301
410600,-8,50,202301
410610,-17,25,202301
410620,18,184,202301
410630,31,263,202301
410640,44,1520,202301
410645,-9,99,202301
410650,66,422,202301
410655,-1,9,202301
410657,-25,73,202301
410660,-40,282,202301
410670,-2,28,202301
410680,-34,90,202301
410685,11,19,202301
410690,501,82327,202301
410700,-3,159,202301
410710,-8,28,202301
410712,0,18,202301
410715,-2,20,202301
410720,-6,1438,202301
410725,21,131,202301
410730,25,61,202301
410740,5,105,202301
410750,-5,105,202301
410752,-4,10,202301
410753,5,123,202301
410754,9,31,202301
410755,5,11,202301
410760,-27,173,202301
410765,241,2103,202301
410770,-7,39,202301
410773,-1,49,202301
410775,16,130,202301
410780,-43,81,202301
410785,-41,105,202301
410790,-5,73,202301
410800,30,128,202301
410810,-3,21,202301
410820,6,38,202301
410830,310,6486,202301
410832,12,42,202301
410840,37,2593,202301
410845,4,68,202301
410850,33,153,202301
410855,1,3,202301
410860,17,373,202301
410865,2,28,202301
410870,1,39,202301
410880,22,344,202301
410890,85,151,202301
410895,0,58,202301
410900,8,56,202301
410910,1,9,202301
410920,-2,40,202301
410930,-7,189,202301
410940,-203,4475,202301
410950,-5,9,202301
410960,-117,793,202301
410965,5,71,202301
410970,-128,652,202301
410975,-9,99,202301
410980,136,1410,202301
410990,-14,68,202301
411000,38,140,202301
411005,7,21,202301
411007,-21,113,202301
411010,16,810,202301
411020,-15,121,202301
411030,-2,8,202301
411040,2,86,202301
411050,-13,93,202301
411060,31,443,202301
411065,2,16,202301
411070,-13,843,202301
411080,-4,102,202301
411090,-9,25,202301
411095,44,258,202301
411100,-68,88,202301
411110,-7,33,202301
411120,-21,347,202301
411125,67,437,202301
411130,9,17,202301
411140,-2,128,202301
411150,16,420,202301
411155,-4,54,202301
411160,-1,25,202301
411170,3,39,202301
411180,86,706,202301
411190,37,553,202301
411200,83,839,202301
411210,-78,388,202301
411220,-6,40,202301
411230,-8,30,202301
411240,-11,127,202301
411250,-2,92,202301
411260,0,32,202301
411270,-2,78,202301
411275,-9,89,202301
411280,6,428,202301
411290,0,30,202301
411295,5,65,202301
411300,-44,116,202301
411310,-3,45,202301
411320,27,807,202301
411325,-9,19,202301
411330,-33,565,202301
411340,3,9,202301
411342,-5,15,202301
411345,-25,95,202301
411350,14,528,202301
411360,-3,39,202301
411370,840,15590,202301
411373,27,71,202301
411375,-11,27,202301
411380,3,43,202301
411390,-21,123,202301
411400,-7,83,202301
411410,-41,429,202301
411420,59,1105,202301
411430,-40,356,202301
411435,4,28,202301
411440,-1,241,202301
411450,-10,124,202301
411460,-48,1818,202301
411470,13,53,202301
411480,-62,686,202301
411490,19,75,202301
411500,12,92,202301
411510,-7,39,202301
411520,297,15015,202301
411530,1,147,202301
411535,5,69,202301
411540,70,336,202301
411545,-5,9,202301
411550,-3,53,202301
411560,-31,837,202301
411570,-44,804,202301
411573,2,12,202301
411575,-17,157,202301
411580,-104,1688,202301
411585,15,65,202301
411590,-3,31,202301
411600,-1,13,202301
411605,-2,122,202301
411610,-24,104,202301
411620,12,186,202301
411630,-2,30,202301
411640,1,9,202301
411650,8,18,202301
411660,8,16,202301
411670,-13,249,202301
411680,20,46,202301
411690,13,345,202301
411695,17,117,202301
411700,-2,32,202301
411705,-4,50,202301
411710,48,328,202301
411720,23,85,202301
411721,2,8,202301
411722,-28,134,202301
411725,37,229,202301
411727,-10,20,202301
411729,6,32,202301
411730,150,876,202301
411740,-2,16,202301
411745,26,84,202301
411750,-100,570,202301
411760,272,1340,202301
411770,-288,1050,202301
411780,-30,118,202301
411790,-67,1381,202301
411800,89,315,202301
411810,11,127,202301
411820,103,2489,202301
411830,61,111,202301
411840,-81,1773,202301
411845,14,104,202301
411850,287,3707,202301
411860,4,68,202301
411870,0,26,202301
411880,-7,137,202301
411885,18,54,202301
411890,10,96,202301
411900,-11,57,202301
411910,-27,151,202301
411915,775,4785,202301
411920,16,62,202301
411925,9,23,202301
411930,3,287,202301
411940,39,441,202301
411950,-17,875,202301
411960,-33,361,202301
411965,10,30,202301
411970,25,97,202301
411980,36,196,202301
411990,172,8738,202301
411995,-40,442,202301
412000,-2,58,202301
412010,47,179,202301
412015,2,8,202301
412020,-7,83,202301
412030,-11,43,202301
412033,-10,46,202301
412035,-8,64,202301
412040,1,25,202301
412050,-13,89,202301
412060,21,577,202301
412065,0,28,202301
412070,2,92,202301
412080,34,584,202301
412085,19,113,202301
412090,-52,534,202301
412100,21,133,202301
412110,-7,27,202301
412120,-18,84,202301
412125,-4,14,202301
412130,-3,13,202301
412135,2,26,202301
412140,28,440,202301
412150,1,135,202301
412160,8,94,202301
412170,-96,352,202301
412175,-14,62,202301
412180,17,153,202301
412190,-3,87,202301
412200,31,137,202301
412210,5,25,202301
412215,-4,52,202301
412217,-4,16,202301
412220,-30,362,202301
412230,-26,580,202301
412240,161,2097,202301
412250,1,87,202301
412260,42,286,202301
412265,-3,21,202301
412270,0,300,202301
412280,-2,52,202301
412290,-19,27,202301
412300,30,296,202301
412310,0,18,202301
412320,-4,8,202301
412330,-17,75,202301
412340,3,207,202301
412350,21,407,202301
412360,0,2,202301
412370,-4,70,202301
412380,35,211,202301
412382,5,41,202301
412385,-8,60,202301
412390,4,86,202301
412395,-11,29,202301
412400,-6,28,202301
412402,29,333,202301
412405,39,257,202301
412410,45,711,202301
412420,-7,17,202301
412430,7,23,202301
412440,76,384,202301
412450,26,220,202301
412460,7,85,202301
412470,1,31,202301
412480,61,293,202301
412490,-14,20,202301
412500,10,76,202301
412510,18,64,202301
412520,-8,198,202301
412530,-4,46,202301
412535,7,71,202301
412540,2,44,202301
412545,-5,25,202301
412550,388,8736,202301
